name,ratings,prices,aminities,location,description
Ramses Hilton,4.0,"EGP 5,424",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Nightclub / DJ,Kids stay free,Paid private parking on-site,Wifi,Paid internet,Pool / beach towels,Pool with view,Outdoor pool,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Poolside bar,Children's playground,Children's television networks,Indoor play area for children,Kids' outdoor play equipment,Highchairs available,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Full body massage,Massage,Salon,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Shared lounge / TV area,Shops,Sun terrace,ATM on site,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Private balcony,Room service,Safe,Sofa,VIP room facilities,Wardrobe / wardrobe,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Minibar,Refrigerator,Electric kettle,Flatscreen TV,Bath / shower,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Corniche El Nile 1115, Cairo 12344 Egypt","Finding an ideal luxury hotel in Cairo does not have to be difficult. Welcome to Ramses Hilton, a nice option for travellers like you.Given the close proximity of popular landmarks, such as Zamalek (Gezira Island) (0.5 mi) and Mosque of Al-Azhar (0.9 mi), guests of Ramses Hilton can easily experience some of Cairo's most well known attractions.Ramses Hilton Hotel is a luxury hotel offering a flat screen TV, air conditioning, and a refrigerator in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features room service, a rooftop terrace, and a concierge. Plus, guests can enjoy a pool and free breakfast, which have made this a popular choice among travellers visiting Cairo. For guests with a vehicle, parking is available.While you’re here, be sure to check out some of the diners, including Kamala at Conrad Cairo, Bikers' Joint, and 3Almashy Egypt, all of which are a short distance from Ramses Hilton.Cairo is also home to Military Museum, a popular military museum that is not too far from Ramses Hilton.Ramses Hilton looks forward to welcoming you on your visit to Cairo."
JW Marriott Hotel Cairo,4.5,"EGP 6,381",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Golf course,Tennis court,Kids stay free,Wifi,Pool / beach towels,Adult pool,Indoor pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Poolside bar,Babysitting,Children Activities (Kid / Family Friendly),Kids club,Free airport transportation,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Meeting rooms,Spa,Facial treatments,Massage,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,ATM on site,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Air conditioning,Housekeeping,Interconnected rooms available,Private balcony,Minibar,Refrigerator,Flatscreen TV,Room service,Safe,VIP room facilities,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Ring Road- Mirage City Heliopolis, Cairo 11757 Egypt","Treat yourself to a new standard of elegance at the award-winning JW Marriott Hotel Cairo. Set against the unique and magical backdrop of Cairo, Egypt, a vibrant city steeped in 7,000 years of history and culture, our luxury hotel provides a combination of relaxed sophistication and personalized service. 440 impeccably appointed hotel rooms and suites offer every luxury for your Heliopolis visit, from pillowtop mattresses and marble bathrooms to 24-hour room service and high-speed Internet. Our stunning suites feature impressive views of our golf course, or ""The Beach."" With 12 diverse dining options at your disposal, you can rest assured that your appetite will always be satisfied. Indulge in a luxury treatment at the 27,000-square foot Mandara Spa, or play a round at our Mirage City Golf Club. Plan your next event with us in Heliopolis; our hotel features gorgeous, flexible venue space and comprehensive planning services. For the getaway of a lifetime here in Egypt, choose the JW Marriott Hotel Cairo."
Sofitel Cairo Nile El Gezirah,4.5,"EGP 7,915",",Valet parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Entertainment staff,Kids stay free,Paid private parking on-site,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Special diet menus,Wine / champagne,Swimup bar,Poolside bar,Evening entertainment,Patio,Nightclub / DJ,Babysitting,Kids pool,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Head massage,Makeup services,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Newspaper,Outdoor furniture,Shops,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Butler service,Doorperson,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Bathrobes,Air conditioning,Additional bathroom,Desk,Minibar,Cable / satellite TV,Bath / shower,Housekeeping,Interconnected rooms available,Private balcony,Room service,Seating area,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Electric kettle,Flatscreen TV,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
"The St. Regis Almasa Hotel, Cairo",4.5,"EGP 4,340",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Game room,Kids stay free,Valet parking,Public wifi,Hot bath,Pool / beach towels,Indoor pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Personal trainer,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Poolside bar,Tennis court,Billiards,Babysitting,Children's playground,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Free airport transportation,Airport transportation,Shuttle bus service,Car hire,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Facial treatments,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Makeup services,Manicure,Massage,Massage chair,Neck massage,Salon,Steam room,Waxing services,24-hour security,BBQ facilities,Baggage storage,Concierge,Convenience store,Currency exchange,Executive lounge access,Outdoor fireplace,Outdoor furniture,ATM on site,Doorperson,24-hour check-in,24-hour front desk,Express check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Bathrobes,Air conditioning,Private beach,Desk,Kitchenette,Cable / satellite TV,Walk-in shower,Dining area,Fireplace,Housekeeping,Private balcony,Room service,Safe,Seating area,Separate dining area,Separate living room,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Wake-up service / alarm clock,Microwave,Minibar,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Flatscreen TV,Radio,Bath / shower,Hair dryer,City view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Cairo Suez Road New Administrative Capital, Cairo 29115 Egypt","Located in the heart of the new administrative capital, The St. Regis Almasa Hotel serves as a destination within a destination. It is the prestigious address perfectly situated to enhance the networks of state officials and the business elite as well as an exquisite escape for unparalleled family time. Here, quintessential luxury meets stately elegance. On the fast track to becoming Egypt’s epicenter of governance and commerce, the new administrative capital will play host to heads of state and their delegations, while acting as the seat of power for the country’s government. Featuring a vibrant new center of arts and culture, the capital will also attract artists and art lovers to enchanting and inspiring destinations like the stunning Grand Opera House. Also, not far off are one of the world’s most iconic ancient wonders - the pyramids."
Concorde El Salam Hotel Cairo by Royal Tulip,4.0,"EGP 2,976",",Parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Evening entertainment,Children Activities (Kid / Family Friendly),Kids club,Wifi,Pool / beach towels,Outdoor pool,Fitness / spa changing rooms,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Outdoor dining area,Snack bar,Special diet menus,Wine / champagne,Swimup bar,Poolside bar,Kids pool,Free airport transportation,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Hand massage,Massage,Steam room,24-hour security,BBQ facilities,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Newspaper,Shops,Sun terrace,ATM on site,Butler service,24-hour check-in,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,Minibar,Flatscreen TV,City view,Pool view,Non-smoking rooms,Suites,Smoking rooms available","69 Abdel Hamid Badawi Street, Heliopolis, Cairo 5614 Egypt","Located in the fashionable suburb of Heliopolis, 10 minutes from Cairo International airport, 10 minutes from the Cairo International Conference center and 25 minutes from the city center with courtesy hotel shuttle. Georgian style hotel of architecture boasting all leisure facilities including tennis courts, glazed squash courts, equestrian club & business center. 320 spacious rooms with 18 suites and 14 individual pool side rooms, Executive floor including business advantage rooms, Executive lounge and butler service. All rooms & public areas have broadband internet access with free WiFi technology, IP telephone with voice mail, data port. All rooms with 32-Inch LCD TV. 11 fully equipped meeting rooms accommodating up to 500 people. All rooms feature the latest audiovisual equipment, fax and computer facilities. Fitness & Health Club fully equipped with cardiovascular equipment for total body workouts. The Spa sauna, Jacuzzi , hammam and professional massage."
"InterContinental Cairo Semiramis, an IHG Hotel",4.5,"EGP 7,566",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Kids stay free,Babysitting,Paid private parking on-site,Wifi,Hot bath,Pool / beach towels,Pool with view,Outdoor pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Kid-friendly buffet,Kids' meals,Outdoor dining area,Wine / champagne,Poolside bar,Highchairs available,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Light therapy,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Shops,Sun terrace,Sun umbrellas,ATM on site,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Bathrobes,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Bidet,Interconnected rooms available,Private balcony,Room service,Safe,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Iron,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Minibar,Refrigerator,Electric kettle,Flatscreen TV,Radio,Bath / shower,Complimentary toiletries,Hair dryer,City view,Landmark view,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
New Grand Royal Hotel Cairo,4.0,"EGP 1,344",",Paid public parking on-site,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Salon,Baggage storage,Concierge,24-hour front desk,Wifi,Coffee shop,Breakfast in the room,Car hire,Currency exchange,Non-smoking hotel,Laundry service,Ironing service,Air conditioning,Housekeeping,Safe,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,Bath / shower,Non-smoking rooms,Family rooms,Smoking rooms available","1 Talaat Harb Square, Cairo 11511 Egypt","Hotel Grand Royal is located in Cairo City Centre. Rooms are decorated with white colours and wooden furniture. Free Wi-Fi is available in the entire hotel. The rooms are air-conditioned with wooden flooring. Facilities include TV and bathroom with a bathtub. Some rooms have a balcony overlooking the city. Fresh flowers are sent to the rooms every day. Guests can enjoy the wide variety of restaurants located outside the hotel. Choice of food ranges from Egyptian to western dishes. The restaurant at Grand Royal is also open to guests, and room service is available as well. Guests can take a walk by the Nile River or visit the Egyptian Museum, all within 15 minutes' walking distance. The hotel is within 20 minutes' drive to Pyramids of Giza. Cairo International Airport is located within 35 minutes' driving distance."
Oasis Hotel,4.0,EGP 344,",Free public parking nearby,Free High Speed Internet (WiFi),Free breakfast,Kids stay free,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,24-hour security,Paid private parking nearby,Street parking,Wifi,Coffee shop,Restaurant,Breakfast available,Breakfast in the room,Taxi service,Shared bathroom,Shared kitchen,ATM on site,24-hour check-in,24-hour front desk,Private check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Washing machine,Ironing service,Air conditioning,Additional bathroom,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Extra long beds,Bath / shower,Room service,Seating area,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Kitchenware,Flatscreen TV,City view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","11 Ramsis Street, Abdelmonem Riyadh Square 5th Floor downtown-Cairo, Cairo 11511 Egypt","Situated in Cairo, Cairo Governorate region, Oasis Downtown Hostel is set 1 km from Tahrir Square. Located around 1 km from The Egyptian Museum, the hostel is also 2.4 km away from Khan Al Khalili. The accommodation offers free WiFi. At the hostel, the rooms are equipped with a terrace. At Elwahaa Downtown Hostel, all rooms include air conditioning and a flat-screen TV. A continental breakfast is served each morning at the property. Speaking Arabic and German, staff are always on hand to help at the reception. Al-Azhar Mosque is 2.9 km from the accommodation. The nearest airport is Cairo International Airport, 19 km from Elwahaa Downtown Hostel."
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5,"EGP 4,832",",Parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Free breakfast,Kids stay free,Babysitting,Car hire,Business Centre with Internet Access,Wifi,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Meeting rooms,Baggage storage,Concierge,Convenience store,Currency exchange,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
Cairo Paradise Hotel,4.5,EGP 848,",Paid public parking nearby,Free High Speed Internet (WiFi),Free breakfast,Children's television networks,Airport transportation,24-hour security,Baggage storage,24-hour check-in,Wifi,Coffee shop,Breakfast in the room,Car hire,Concierge,Currency exchange,Gift shop,Newspaper,Outdoor fireplace,Shared kitchen,Shared lounge / TV area,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Clothes dryer,Laundry service,Ironing service,Blackout curtains,Soundproof rooms,Air conditioning,Housekeeping,Coffee / tea maker,Cable / satellite TV,Extra long beds,Bidet,Bathrobes,Room service,Safe,VIP room facilities,Dishwasher,Microwave,Minibar,Oven,Refrigerator,Electric kettle,Kitchenware,Flatscreen TV,Radio,Sofa bed,Whirlpool bathtub,Bath / shower,Complimentary toiletries,Hair dryer,City view,Landmark view,Suites,Family rooms,Smoking rooms available","41 Sherif Street, Cairo 11511 Egypt","Situated in the heart of Cairo, we offers air-conditioned rooms with free Wi-Fi and a balcony. 24-hour front desk, which provides car rentals and a shuttle. The Egyptian Museum is a 10-minute walk away.The spacious rooms at Cairo Paradise Hotel come with a private or shared bathroom. All have a satellite TV and Satellite . Each features an individual decor and is fitted with heating and wooden floors.A continental fresh breakfast,is served daily for the guests.At the tour desk, guests can get information about things to see and do in Cairo. Nasser Metro Station and Ramses Train Station are within a 5-minute walk from the hotel."
Osiris Hotel,4.5,EGP 788,",Paid private parking on-site,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Rooftop terrace,Baggage storage,24-hour front desk,Express check-in / check-out,Wifi,Concierge,Sun terrace,Private check-in / check-out,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Safe,Bottled water,City view,Non-smoking rooms,Family rooms","49 Nubar Bab el Louk, Cairo 11511 Egypt","The Hotel Osiris was recently built with a unique oriental inspired style, giving this place a special charm and cosy atmosphere, making you feel at home. Clean, quiet rooms, comfortable beds, air conditioning, internet cafe. Outstanding Top Roof terrace with a panoramic view of Cairo and delicious homemade Egyptian food. Managed by Josiane & Nabil, French & Egyptian, English speakers - the Hotel is strategically located in the heart of down town Cairo, by the metro & Egyptian Museum."
Steigenberger Hotel El Tahrir,4.5,"EGP 6,965",",Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Kids stay free,Babysitting,Airport transportation,Car park,Wifi,Outdoor pool,Fitness / spa changing rooms,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Poolside bar,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Full body massage,Massage,24-hour security,Baggage storage,Currency exchange,Newspaper,ATM on site,Doorperson,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Desk,Room service,Coffee / tea maker,Flatscreen TV,Extra long beds,Bath / shower,Safe,Telephone,Wake-up service / alarm clock,Minibar,Complimentary toiletries,Hair dryer,City view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","2 Kasr El Nile St Tahrir Square, Cairo 11511 Egypt","Among Cairo hotels, Steigenberger El Tahrir secures a spectacular location in El Tahrir Square, overlooking the Egyptian museum, minutes away from Khan El Khalili Bazar, and in close proximity to Egypt's major attractions with a total area of 21,633 sqm. The hotel boasts 295 guest rooms and suites with luxurious decoration items and in-room amenities. This landmark hotel is an ideal location for business trips and social events, offering a variety of culinary outlets, a swimming pool, gym and banqueting facilities."
Kempinski Nile Hotel Garden City Cairo,4.5,"EGP 7,296",",Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Entertainment staff,Evening entertainment,Babysitting,Parking,Wifi,Hot bath,Pool / beach towels,Rooftop pool,Pool with view,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Kid-friendly buffet,Special diet menus,Wine / champagne,Poolside bar,Rooftop bar,Nightclub / DJ,Kids club,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot massage,Full body massage,Hand massage,Head massage,Hot spring bath,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Newspaper,Shops,Sun loungers / beach chairs,ATM on site,Butler service,Doorperson,24-hour check-in,24-hour front desk,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Additional bathroom,Desk,Coffee / tea maker,Flatscreen TV,Bidet,Soundproof rooms,Bathrobes,Housekeeping,Interconnected rooms available,Room service,Safe,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Clothes rack,Iron,Laptop safe,Wake-up service / alarm clock,Minibar,Refrigerator,Electric kettle,On-demand films,Bath / shower,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Smoking rooms available","12 Ahmed Ragheb Street Garden City, Cairo 11519 Egypt","Situated in Cairo’s affluent Garden City district, Kempinski Nile Hotel offers luxurious rooms on the shores of the Nile RiverEach room is fitted with free Wi-Fi, free Minibar, Flat Screen TVs with satellite Channels, Free Movie Library, 24/7 Butler Service, Complimentary Tea and Coffee throughout the day. Kempinski’s full-service spa and wellness center offers Free access to Jacuzzi, steam room, and sauna.. Guests can also enjoy professional massages, or cool off in the outdoor swimming pool on the hotel’s rooftop.The hotel is few minutes walk from luxurious shopping areas, Tahrir square, Egyptian Museum, Opera House."
Cairo Marriott Hotel & Omar Khayyam Casino,4.5,"EGP 5,046",",Free private parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Casino and Gambling,Kids stay free,Kids pool,Paid public parking nearby,Car park,Wifi,Paid wifi,Pool / beach towels,Outdoor pool,Heated pool,Yoga classes,Yoga room,Fitness / spa changing rooms,Fitness classes,Sauna,Bar / lounge,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Kids' meals,Outdoor dining area,Snack bar,Poolside bar,Highchairs available,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Hot spring bath,Light therapy,Makeup services,Manicure,Massage,Massage chair,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Chapel / shrine,Concierge,Currency exchange,Executive lounge access,Gift shop,Outdoor furniture,Shops,ATM on site,Butler service,Doorperson,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Soundproof rooms,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Bidet,Bathrobes,Private balcony,Room service,Safe,Telephone,VIP room facilities,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Minibar,Electric kettle,Flatscreen TV,Walk-in shower,Bath / shower,Complimentary toiletries,Hair dryer,City view,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","16 Saray El Gezira Street Zamalek, Cairo 11511 Egypt","Among premier Cairo, Egypt hotels, Cairo Marriott Hotel & Omar Khayyam Casino sits in the Zamalek area and is the perfect destination for weekend getaways, vacations, and business travel. The twin towers of this landmark hotel in Cairo rise 20 stories high and provide magnificent views of the Nile and six acres of palace gardens."
"Sonesta Hotel, Tower & Casino Cairo",4.5,"EGP 2,810",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Kids stay free,Babysitting,Wifi,Hot bath,Outdoor pool,Fitness / spa changing rooms,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Swimup bar,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,ATM on site,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,VIP room facilities,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","3 El Tayaran Street Nasr City, Cairo 9039 Egypt","The Sonesta Cairo's 409 spacious guest rooms and suites offer a variety of luxurious amenities. A room on the executive floors offer exclusive lounges and 24-hour concierge service. The poolside bar and full-service spa with a Turkish steam bath are heavens for relaxation. After the pampering, the hotel offers several options at its gourmet restaurants serving Italian, Lebanese, Japanese, or French cuisine. One of the best Cairo hotels, the Sonesta is ideal for both business and leisure travellers. ** As per the Ministry of Health and Ministry of Tourism's recent rules and regulations; Non-Egyptian guests are required to provide to the hotel a proof of a negative PCR test for (COVID-19) issued not more than 72 hours prior to arrival (starting 15 August, 2020)"
